Date/Time,Wind Direction (°),Wind Speed (m/s),Theoretical_Power_Curve (KWh),LV ActivePower (kW)
2018-01-01 00:00:00,267.1186319986977,5.506867806116735,472.4022267752289,390.48036193847605
2018-01-01 01:00:00,258.9455464680985,5.644204934438064,513.4184084374086,460.53712463378884
2018-01-01 02:00:00,268.39746602376283,6.452037493387852,788.4013100676381,733.6553751627598
2018-01-01 03:00:00,256.014765421549,6.811455170313514,948.7933462213999,909.3620808919263
2018-01-01 04:00:00,247.6524683634435,7.7487491766611685,1406.3917953844903,1393.5181884765582
2018-01-01 05:00:00,243.84634908040314,7.236853679021195,1128.194440575686,1149.5991617838483
2018-01-01 06:00:00,246.11740112304633,7.183671077092484,1103.372814736347,1100.0743916829408
2018-01-01 07:00:00,232.75543467203715,6.804743289947505,937.5711293228527,928.242818196613
2018-01-01 08:00:00,226.96721140543568,5.984985589981073,624.8216152949527,614.6530914306637
2018-01-01 09:00:00,215.4005177815752,5.984971602757767,630.3573101732094,671.5084075927731
2018-01-01 10:00:00,231.9427668253575,5.661419153213494,539.8361525770308,521.6255467732743
2018-01-01 11:00:00,228.2273991902665,4.300018668174738,183.407824297631,184.18243153889932
2018-01-01 12:00:00,230.337315877278,3.89771934350331,119.12917385221037,127.32581774393707
2018-01-01 13:00:00,236.79041544596302,5.768450657526649,572.8156520986827,534.6637980143223
2018-01-01 14:00:00,236.6029663085935,7.815421819686885,1473.2329108488382,1329.200195312498
2018-01-01 15:00:00,230.40431467692017,9.393976370493553,2382.4659861763835,2157.786315917965
2018-01-01 16:00:00,227.82618204752552,9.920463879903151,2722.7433539383414,2468.40266927083
2018-01-01 17:00:00,218.15730285644483,8.74777205785115,1983.52901369149,1908.8664754231716
2018-01-01 18:00:00,209.52009836832613,10.193800608317,2883.0868426836864,2455.3678385416633
2018-01-01 19:00:00,200.46783192952432,11.307126681009867,3351.635002075292,3034.5698649088536
2018-01-01 20:00:00,197.523200988769,11.479263305664018,3406.2123126138317,3205.9163411458317
2018-01-01 21:00:00,202.319297790527,13.14499823252355,3599.57824457834,3595.563476562498
2018-01-01 22:00:00,201.59450022379534,12.765325069427433,3590.249082253383,3515.073323567705
2018-01-01 23:00:00,198.716420491536,12.797096570332783,3590.115201901104,3454.7325032552067
2018-01-02 00:00:00,195.79440307617133,12.506230036417584,3575.017078032563,3445.1890462239567
2018-01-02 01:00:00,200.64681752522733,12.70812352498365,3575.7962629034864,3535.163736979163
2018-01-02 02:00:00,195.90590159098267,13.975366592407184,3600.0,3499.9941813151
2018-01-02 03:00:00,192.67128499348917,12.97457997004185,3594.2183009579603,3462.96309407552
2018-01-02 04:00:00,197.9589640299475,12.883291721343932,3594.397336595893,3521.714152018225
2018-01-02 05:00:00,199.99519856770783,12.302140235900834,3557.34939191249,3447.2543131510397
2018-01-02 06:00:00,200.37391916910767,11.920901616414334,3481.587684738324,3335.090332031248
2018-01-02 07:00:00,199.59587097167915,11.585784594217891,3307.2388642219753,3187.1147054036433
2018-01-02 08:00:00,196.94193522135348,11.737753073374366,3458.6013724688237,3406.690795898435
2018-01-02 09:00:00,198.166132609049,12.144400119781452,3418.3754785165147,3299.3586832682267
2018-01-02 10:00:00,194.010101318359,15.291804949442485,3600.0,3599.18615722656
2018-01-02 11:00:00,199.89873250325482,14.183306535084983,3598.421284220898,3576.119018554685
2018-01-02 12:00:00,200.47458394368434,11.16583172480261,3047.270349692333,2983.1072184244767
2018-01-02 13:00:00,199.99978637695267,10.655051072438516,3072.7741328315365,2809.1403401692683
2018-01-02 14:00:00,208.8595987955725,12.01883331934605,3491.1036771417453,3416.3639729817683
2018-01-02 15:00:00,203.06045023600234,11.787108262379917,3445.7640413557747,3344.574462890623
2018-01-02 16:00:00,202.37750244140602,13.00701491038,3589.329775239005,3549.9241536458317
2018-01-02 17:00:00,202.35004933675086,12.438149929046567,3562.7964383786434,3519.70198567708
2018-01-02 18:00:00,189.978683471679,12.022909959157266,3497.644416879723,3369.1701660156214
2018-01-02 19:00:00,197.248781840006,10.640756607055616,3112.308341726765,2721.273030598955
2018-01-02 20:00:00,200.98168182373,11.801179567972797,3383.0127458005986,3229.6948242187464
2018-01-02 21:00:00,200.96361796061169,10.564963340759235,2895.4388964350333,2591.6224568684866
2018-01-02 22:00:00,191.43479919433534,8.947057723999018,2120.5040534546465,1791.969319661455
2018-01-02 23:00:00,178.9461491902665,8.750607252120965,1973.6933792896082,1739.1618448893198
2018-01-03 00:00:00,184.2410507202145,10.526470025380421,2999.7031391305813,2860.2588704427067
2018-01-03 01:00:00,211.2995503743485,5.7957711219787535,647.6293495489014,581.6616363525368
2018-01-03 02:00:00,179.85611724853467,7.092549324035638,1115.7711660650627,1047.3793589274053
2018-01-03 03:00:00,152.34751892089818,6.714071830113723,926.5951460493321,882.8987274169916
2018-01-03 04:00:00,166.44374847412067,7.5275971889495805,1279.7751733525033,1277.4633178710917
2018-01-03 05:00:00,175.0715001424147,6.840436538060504,960.0716338064803,915.5103454589815
2018-01-03 06:00:00,194.6660995483393,8.652535120646155,1938.67234749606,1932.3363037109332
2018-01-03 07:00:00,178.01268259684198,10.457022507985402,2959.567519128465,2672.9953206380183
2018-01-03 08:00:00,152.72258504231718,6.450737158457435,987.7988559648396,866.241217295326
2018-01-03 09:00:00,146.7422027587885,4.61204401652018,266.3889417792613,239.21780014038063
2018-01-03 10:00:00,192.37201436360633,4.937704960505162,326.63593250127417,335.37865447998
2018-01-03 11:00:00,186.3360519409175,5.093876997629795,366.0890916924379,361.92063649495395
2018-01-03 12:00:00,187.52212015787686,6.549663305282588,851.5031717318992,864.7098592122375
2018-01-03 13:00:00,194.66018422444617,5.13232254981994,397.36577546132776,384.5393880208331
2018-01-03 14:00:00,209.06537119547485,5.670070091883336,544.6476149640342,494.1747563680008
2018-01-03 15:00:00,228.5098698933915,4.251516699790952,217.65117581665206,177.02744801839165
2018-01-03 16:00:00,229.3832168579095,2.62154082457224,7.1019690212382,-0.06551126639048267
2018-01-03 17:00:00,225.40333302815716,4.1544833978017115,160.81363790908424,100.7934837341307
2018-01-03 18:00:00,213.27656555175736,5.708642800649003,562.9615091195503,522.0955912272132
2018-01-03 19:00:00,199.7753855387365,8.078604857126868,1589.0025728416483,1472.8451741536417
2018-01-03 20:00:00,207.92451985677033,8.073849519093827,1577.6120560241568,1567.049499511715
2018-01-03 21:00:00,208.84456634521436,8.783461252848301,2009.52304134925,1835.2191772460917
2018-01-03 22:00:00,195.7943827311195,8.694717248280837,1952.6520209766315,1897.6098022460917
2018-01-03 23:00:00,199.15443166096966,7.184853474299108,1105.4198208813953,1137.7793070475213
2018-01-04 00:00:00,190.82374827067017,6.725852886835731,901.0285521856557,967.0535481770831
2018-01-04 01:00:00,193.5765508015945,6.53907410303751,828.2774260165385,895.7599690755196
2018-01-04 02:00:00,197.670303344726,7.102316856384274,1073.557585861502,1107.0801086425747
2018-01-04 03:00:00,194.44721730550086,7.84009726842244,1486.665936230691,1500.1519165039028
2018-01-04 04:00:00,197.40203348795515,7.509837706883743,1280.1499665780893,1334.0694986979145
2018-01-04 05:00:00,208.15711720784466,5.677795966466263,539.113753730113,520.8190460205075
2018-01-04 06:00:00,216.46149953206336,8.066715319951369,1576.1495320825868,1591.00150553385
2018-01-04 07:00:00,208.019065856933,8.224847714106238,1662.5468625466783,1733.165323893225
2018-01-04 08:00:00,191.872032165527,7.517253478368116,1372.6275901565384,1349.920288085934
2018-01-04 09:00:00,195.2561004638666,4.774282932281489,284.506846476516,231.56997375488223
2018-01-04 10:00:00,195.2561004638666,4.774282932281489,284.506846476516,231.56997375488223
